gene_name,gene_type
AC092118.2,lncRNA
MIR6871,miRNA
AC244153.1,lncRNA
AC087683.2,lncRNA
AC069234.4,lncRNA
AC008833.1,processed_pseudogene
AC245014.3,lncRNA
PIK3R6,protein_coding
TADA2A,protein_coding
AL442125.1,lncRNA
AC127024.6,lncRNA
AC007786.2,lncRNA
LINC02809,lncRNA
AC009509.4,lncRNA
AL355974.2,lncRNA
AC022960.2,lncRNA
FRG1HP,transcribed_unprocessed_pseudogene
AC131159.1,lncRNA
PIP4K2B,protein_coding
AC234782.1,unprocessed_pseudogene
AL021997.2,protein_coding
AL357033.3,lncRNA
MIR2909,miRNA
AL133243.2,lncRNA
AC105429.1,lncRNA
MIR668,miRNA
MIR145,miRNA
AC016876.3,lncRNA
CNTNAP3P2,unprocessed_pseudogene
AC004241.3,lncRNA
AC105429.2,unprocessed_pseudogene
MIR6835,miRNA
AC015726.2,lncRNA
AC025287.2,lncRNA
AL591926.2,lncRNA
AL078604.3,processed_pseudogene
AC092111.2,lncRNA
AC005393.1,lncRNA
AC004076.2,lncRNA
AC022960.3,processed_pseudogene
AC008735.4,lncRNA
AP000892.3,lncRNA
AL133243.3,lncRNA
AC025287.3,lncRNA
AC010999.2,lncRNA
AP001505.1,lncRNA
AC018926.2,lncRNA
AC092666.2,unprocessed_pseudogene
PCDHGB9P,unprocessed_pseudogene
PCDHGB5,protein_coding
AC008740.2,unprocessed_pseudogene
HERC2P2,transcribed_unprocessed_pseudogene
AC130650.2,lncRNA
AC010327.6,lncRNA
AC002550.2,lncRNA
AL442067.1,lncRNA
MIR6895,miRNA
AC004696.1,unprocessed_pseudogene
MIR8055,miRNA
AC022306.3,lncRNA
RAB7B,protein_coding
AL109614.1,lncRNA
AL591516.1,processed_pseudogene
MIR6769A,miRNA
DACH1,protein_coding
AL117335.1,lncRNA
MIR6083,miRNA
AL713922.2,unprocessed_pseudogene
AC009090.3,lncRNA
AL161891.1,lncRNA
AC004466.3,lncRNA
AL136295.6,lncRNA
RPS29P32,processed_pseudogene
AL442067.2,lncRNA
CSPG4P10,transcribed_unprocessed_pseudogene
MIR7111,miRNA
AC005840.4,lncRNA
AC142472.1,lncRNA
MIR7158,miRNA
AL445649.1,lncRNA
AL731566.3,lncRNA
AC105137.2,lncRNA
AC006111.3,lncRNA
AC245884.12,unprocessed_pseudogene
AC069499.2,processed_pseudogene
MIR8073,miRNA
AL121890.2,lncRNA
MIR6780B,miRNA
IGHV4-4,IG_V_gene
AC092117.1,lncRNA
AL133216.2,transcribed_unprocessed_pseudogene
AL138955.1,lncRNA
AC244093.2,processed_pseudogene
AC004801.6,lncRNA
AC009053.4,unprocessed_pseudogene
MIR6730,miRNA
CDRT15P6,transcribed_unprocessed_pseudogene
PMS2P10,transcribed_unprocessed_pseudogene
AC023510.2,lncRNA
CR769775.1,unprocessed_pseudogene
AC016590.3,lncRNA
AC002401.4,lncRNA
AC026124.2,lncRNA
AC015922.3,lncRNA
AC124319.2,lncRNA
MIR7151,miRNA
AC074050.4,lncRNA
AL353626.2,processed_pseudogene
AC023157.2,lncRNA
AL442125.2,lncRNA
MIR8080,miRNA
AC099778.2,processed_pseudogene
MIR6797,miRNA
AC009041.3,lncRNA
AC009704.2,lncRNA
AC008498.1,unprocessed_pseudogene
AL121772.3,lncRNA
AL158063.1,lncRNA
MIR7848,miRNA
AL158196.1,lncRNA
HYDIN2,transcribed_unprocessed_pseudogene
AC008760.2,lncRNA
AL023881.1,lncRNA
AC096642.1,lncRNA
AC008556.1,lncRNA
AL590096.1,lncRNA
AC106788.1,unprocessed_pseudogene
AL122125.1,lncRNA
GTF2IP1,transcribed_unprocessed_pseudogene
STAG3L2,transcribed_unprocessed_pseudogene
AL445670.1,processed_pseudogene
FP565260.3,protein_coding
AC073569.3,lncRNA
AC012409.3,lncRNA
MIR6509,miRNA
LINC00235,lncRNA
AC074276.2,processed_pseudogene
AC092757.3,lncRNA
LINC00869,transcribed_unprocessed_pseudogene
TYW1B,protein_coding
AL139384.2,lncRNA
PIGW,protein_coding
AC012676.3,lncRNA
AC006449.5,lncRNA
AC005696.4,lncRNA
MIR8063,miRNA
F8A1,protein_coding
AL139123.1,lncRNA
GTSE1-DT,lncRNA
AL035420.3,lncRNA
AC084782.3,lncRNA
AL157762.1,lncRNA
MIR6784,miRNA
MIR7854,miRNA
PCGF2,protein_coding
AL160412.1,lncRNA
AC004812.2,lncRNA
AC136475.10,processed_pseudogene
AC090246.1,lncRNA
AC048344.4,lncRNA
AC013553.3,lncRNA
AL138693.1,unprocessed_pseudogene
SRCIN1,protein_coding
AL138966.2,lncRNA
AC010654.1,lncRNA
AC005837.4,lncRNA
AC010331.1,lncRNA
AL138999.1,lncRNA
MIR8058,miRNA
GPR179,protein_coding
SEC22B4P,transcribed_unprocessed_pseudogene
AC069234.5,lncRNA
AL121890.4,lncRNA
FP671120.2,miRNA
KDM5DP1,processed_pseudogene
AC012676.4,lncRNA
MARCKS,protein_coding
AP005431.1,processed_pseudogene
CEBPB-AS1,lncRNA
AC002094.4,lncRNA
AC010271.2,lncRNA
AP001527.2,lncRNA
ZNF670,protein_coding
AC080038.2,lncRNA
AC005332.5,lncRNA
MIR6165,miRNA
AC087392.5,lncRNA
GPIHBP1,protein_coding
AL357033.4,lncRNA
AC026951.1,unprocessed_pseudogene
AC010536.3,lncRNA
AC116407.2,lncRNA
MIR8078,miRNA
PNMA8C,protein_coding
AC007996.1,lncRNA
AC018926.3,lncRNA
AC089999.2,lncRNA
AL023803.3,lncRNA
NEFL,protein_coding
AC008759.3,lncRNA
MIR6806,miRNA
AC244093.4,lncRNA
MIR7845,miRNA
AC007546.1,lncRNA
AC005363.2,lncRNA
CCL3,protein_coding
AC007906.2,protein_coding
AL354696.1,lncRNA
MIR6739,miRNA
AL139407.1,lncRNA
AL121583.1,lncRNA
AC239859.5,unprocessed_pseudogene
AC007450.3,processed_pseudogene
MIR6856,miRNA
AC079174.2,lncRNA
AC097641.2,lncRNA
TRAC,TR_C_gene
AC011462.4,lncRNA
MIR6719,miRNA
AL138995.1,lncRNA
AL442128.2,lncRNA
PGM5P2,transcribed_unprocessed_pseudogene
AC068870.2,lncRNA
PSMB3,protein_coding
AC244517.3,processed_pseudogene
AC006213.4,lncRNA
MIR6738,miRNA
AL031651.2,lncRNA
AL138960.1,lncRNA
AC026368.1,lncRNA
LINC02391,lncRNA
AC131159.2,lncRNA
AL391988.1,lncRNA
AL592295.2,processed_pseudogene
MIR6746,miRNA
MIR7850,miRNA
AC243773.2,lncRNA
AL035252.3,lncRNA
MIR8075,miRNA
AC092745.3,processed_pseudogene
AC092376.2,lncRNA
AL162274.2,lncRNA
AC006449.6,lncRNA
CISD3,protein_coding
AC010332.1,unprocessed_pseudogene
AC010542.5,lncRNA
AC107075.1,unprocessed_pseudogene
AC139100.2,lncRNA
AL139099.3,unprocessed_pseudogene
AC245033.2,lncRNA
AC064801.1,lncRNA
AC118658.1,lncRNA
RDM1,protein_coding
AL133325.3,lncRNA
DDX52,protein_coding
AC009159.3,lncRNA
AC114341.1,lncRNA
AL591926.6,processed_pseudogene
AC027575.2,lncRNA
MIR6757,miRNA
AC145423.2,lncRNA
AC139768.1,lncRNA
ZNF8,protein_coding
AC135050.6,lncRNA
TSC22D1-AS1,lncRNA
AL137028.2,processed_pseudogene
GLIDR,lncRNA
AL118505.1,lncRNA
IGLV2-8,IG_V_gene
LINC01971,lncRNA
AP001318.3,processed_pseudogene
MIR6783,miRNA
AL133342.1,lncRNA
AL359513.1,lncRNA
AC004852.2,lncRNA
AC005344.1,lncRNA
MYO19,protein_coding
AC079949.2,lncRNA
MIR6859-1,miRNA
AC103705.1,transcribed_processed_pseudogene
MIR7856,miRNA
AL161772.1,lncRNA
GGNBP2,protein_coding
AC100827.5,unprocessed_pseudogene
ZNF229,protein_coding
AC138028.6,lncRNA
AC063943.1,lncRNA
MIR6754,miRNA
AC005911.1,lncRNA
AP004609.3,lncRNA
AL031673.1,lncRNA
AC099518.6,lncRNA
AL354696.2,lncRNA
AL122023.1,lncRNA
PMS2P2,translated_unprocessed_pseudogene
MIR6512,miRNA
MIR6819,miRNA
AC023830.3,lncRNA
MIR7849,miRNA
AC004852.3,processed_pseudogene
MIR6781,miRNA
AC068506.1,lncRNA
AC138393.3,lncRNA
AC009268.2,lncRNA
AC009464.1,lncRNA
YRDCP1,processed_pseudogene
AC106800.3,processed_pseudogene
AC006213.5,lncRNA
AC039056.2,lncRNA
C17orf78,protein_coding
AC091046.2,unprocessed_pseudogene
MIR6865,miRNA
DHRS11,protein_coding
ACACA,protein_coding
AC003101.2,lncRNA
MIR6736,miRNA
AL162171.3,lncRNA
MIR6077,miRNA
MIR6775,miRNA
AC015871.3,lncRNA
ZNF426-DT,lncRNA
BEND3P3,processed_pseudogene
MRM1,protein_coding
AC005962.1,lncRNA
AC141557.2,unprocessed_pseudogene
AC244093.5,lncRNA
AC015813.4,lncRNA
AP000346.4,unprocessed_pseudogene
MIR6826,miRNA
AC005899.7,lncRNA
AC100847.1,lncRNA
NKILA,lncRNA
AC005332.6,lncRNA
AC022079.2,lncRNA
AC013553.4,lncRNA
MIR6859-4,miRNA
AC005332.7,lncRNA
AC087239.1,lncRNA
FAM27B,processed_pseudogene
AC004477.2,lncRNA
BACE1-AS,lncRNA
MIR6071,miRNA
AL136295.7,lncRNA
AL121890.5,lncRNA
AC099811.5,lncRNA
AL513190.1,lncRNA
AC008147.4,processed_pseudogene
MRPL45,protein_coding
AC006157.1,lncRNA
AC117503.2,TEC
AC091059.2,TEC
AC055811.4,TEC
AC090616.6,TEC
BX539320.1,lncRNA
AC025809.2,TEC
AC145207.9,TEC
AC091932.2,TEC
AP000560.1,TEC
AC092608.2,TEC
FP325331.1,TEC
AC087821.1,TEC
AC010533.1,TEC
AC020951.1,TEC
AL358852.1,lncRNA
AC007608.4,TEC
AP003355.3,TEC
CEP83-DT,lncRNA
AC006213.6,TEC
AC080112.3,TEC
EPB41L4A-DT,lncRNA
AC002310.5,TEC
AC005753.1,lncRNA
CR381670.1,unprocessed_pseudogene
SMG6-IT1,TEC
AC079228.1,TEC
AL031587.5,TEC
AC127070.4,TEC
AP003068.4,TEC
AC092645.1,TEC
AC005921.3,TEC
AL138847.2,TEC
HEIH,lncRNA
AC091305.1,TEC
AC093909.6,TEC
AL139125.1,TEC
AC048380.2,TEC
AC092718.7,TEC
AL031009.1,TEC
AP001148.1,TEC
AC090181.3,TEC
AC002350.2,TEC
Z69720.2,TEC
AL662907.1,TEC
AC008985.1,TEC
AC091953.2,TEC
AC009090.4,TEC
C18orf15,TEC
AC092139.1,TEC
AL359715.4,TEC
AC005225.4,TEC
AC010223.1,lncRNA
AC004232.2,TEC
AC011447.6,TEC
AC090617.6,TEC
AC102945.2,TEC
AC007787.2,TEC
AC080080.1,TEC
AC007485.2,TEC
AC244517.6,lncRNA
AC015813.5,TEC
AC073592.3,TEC
AC007998.5,TEC
AC091965.5,TEC
AC023090.2,TEC
SND1-IT1,lncRNA
LINC01727,lncRNA
AC022400.6,TEC
AC005839.1,TEC
AC091953.3,TEC
AC138470.1,TEC
AC138951.2,TEC
AC008537.3,TEC
AC093535.2,TEC
AC073592.5,TEC
AC091953.4,TEC
AC046158.3,TEC
AC091925.1,TEC
AC018628.1,TEC
AL512652.2,TEC
AP002847.1,TEC
AL590326.1,TEC
AC099667.1,TEC
AC126474.1,TEC
AC233300.1,TEC
AC003681.1,lncRNA
AC141586.5,TEC
AC009951.4,TEC
AC105052.4,lncRNA
TSTD3,protein_coding
AC079316.2,TEC
AL662907.2,TEC
AC110801.1,TEC
AC027601.4,TEC
AC008894.3,TEC
AC068669.1,TEC
AC005785.2,TEC
AC015813.6,TEC
CR381653.2,unprocessed_pseudogene
AL109659.3,TEC
AC138305.3,TEC
AC009303.4,TEC
AC122688.3,TEC
AC011944.2,TEC
AC064801.2,TEC
AL161773.1,TEC
AC022919.1,TEC
AC015726.3,TEC
AL121753.2,TEC
AC020604.1,TEC
Z97653.2,TEC
AC087741.3,TEC
AC000123.2,TEC
AL078621.1,TEC
AC012005.1,processed_pseudogene
AC012020.1,lncRNA
AC245060.6,lncRNA
AC015883.1,TEC
AC131009.4,TEC
AL136164.3,TEC
AC013643.3,TEC
AL139288.2,TEC
NDUFAF2P1,processed_pseudogene
AC105074.1,TEC
AC073439.1,TEC
AC020910.6,TEC
AJ003147.3,TEC
RBM12B-AS1,TEC
AC090772.4,TEC
AC073592.6,TEC
AL353662.2,pseudogene
AC127024.7,TEC
AC100788.2,TEC
AC090617.7,TEC
AP000866.6,lncRNA
Z98885.3,lncRNA
AC021945.1,TEC
AC012513.3,TEC
AC090373.1,TEC
AC007610.4,TEC
AC007546.2,TEC
AC079331.1,TEC
AC120349.2,TEC
AC046185.3,TEC
AC137723.1,TEC
AC244517.7,lncRNA
CR392039.2,processed_pseudogene
AC018665.1,TEC
AC080188.2,TEC
AC021106.2,TEC
AF127577.6,TEC
AL158801.4,processed_pseudogene
AL078596.1,TEC
AC008957.3,TEC
AC008739.6,TEC
AC004696.2,TEC
AC007191.1,TEC
AC099494.1,TEC
AC020763.3,TEC
AC112497.2,pseudogene
AC099494.2,TEC
AC099689.3,TEC
AC004925.1,TEC
AC092279.2,TEC
AC015799.1,TEC
AL049776.1,TEC
AL513497.1,TEC
AC006277.1,TEC
Z99129.4,TEC
AL353763.1,TEC
WASH9P,unprocessed_pseudogene
AC005480.2,processed_pseudogene
AC090950.2,TEC
AC109454.4,TEC
AC092139.2,TEC
AC007683.3,TEC
AC090498.1,processed_pseudogene
AP003733.3,TEC
AL928654.4,TEC
AL157770.1,TEC
AC108704.2,TEC
AC016542.2,TEC
AC007494.3,TEC
AC011755.1,TEC
AC083843.3,TEC
AC093525.8,TEC
AC011239.2,TEC
AC073592.7,TEC
AC008764.8,lncRNA
AC092881.1,TEC
AC002094.5,TEC
AC093458.2,TEC
AC006486.2,TEC
AC005261.5,TEC
AC015908.5,TEC
AL133243.4,TEC
AP000437.1,TEC
AC091181.1,TEC
AL845472.1,TEC
AC093525.9,TEC
AC099804.1,TEC
AC134407.2,TEC
AC009086.2,TEC
AC005593.1,TEC
AP000711.1,TEC
AC079416.3,TEC
AC002044.2,TEC
AC015804.1,TEC
AC109326.1,TEC
AL353795.3,TEC
AC012313.10,TEC
AC099494.3,TEC
AL158211.5,TEC
AP003108.4,TEC
LINC00216,lncRNA
AC008873.1,TEC
AC138466.5,TEC
AC120057.3,TEC
AC020978.9,TEC
Z82217.1,lncRNA
AC004678.2,TEC
AL132780.4,TEC
AL451064.2,TEC
AC005703.5,TEC
AC012100.3,TEC
AL603839.4,TEC
AP006621.5,TEC
AC092919.2,TEC
AC080100.1,TEC
MAPT-IT1,lncRNA
AC113410.3,TEC
AC110285.6,TEC
AP001273.1,TEC
AC027335.2,TEC
AC004264.2,TEC
AC131212.2,TEC
AL356266.1,TEC
AC120349.3,TEC
AP004782.1,TEC
AC080038.3,TEC
AC006128.1,TEC
AC007342.7,TEC
AC005086.3,pseudogene
AC027279.3,TEC
AC124312.4,TEC
AC132938.5,TEC
AC008764.9,TEC
AC132068.1,TEC
AC118344.2,TEC
AC005899.8,lncRNA
AC009102.3,TEC
AC013394.1,protein_coding
AC067931.1,TEC
AC008267.7,TEC
AC105235.1,TEC
AC120114.3,TEC
AC015909.5,TEC
AC024580.1,TEC
AC018659.8,TEC
AC006077.2,TEC
AC111170.3,TEC
AC011472.5,TEC
AC093330.2,TEC
AC120057.4,TEC
AC010997.6,TEC
AC020763.5,TEC
AL390318.1,TEC
AC145098.2,TEC
AC016397.2,TEC
AC136469.2,TEC
AL031846.2,lncRNA
AP002967.1,TEC
AC112694.2,TEC
AL356273.3,TEC
AC092135.3,TEC
AC097372.2,TEC
AC083964.2,TEC
AC004453.2,TEC
AC068880.4,TEC
AC073548.1,TEC
AC092964.1,TEC
AC069547.1,TEC
AC006511.3,TEC
LINC01126,lncRNA
AC134407.3,TEC
AC010480.1,TEC
AP005060.1,TEC
AC046158.4,TEC
FLJ42393,TEC
Z73965.1,TEC
BIRC6-AS2,transcribed_unprocessed_pseudogene
AP001767.3,TEC
AC092117.2,TEC
AC068057.2,TEC
AC022417.1,TEC
AL138831.3,TEC
FO538757.1,unprocessed_pseudogene
FLJ38576,TEC
AC008895.1,TEC
AC019278.1,TEC
AP001525.1,TEC
AL390755.2,TEC
CCDC28A-AS1,lncRNA
AC023024.2,TEC
AC020910.7,TEC
AC008764.10,TEC
AC011815.3,TEC
AC009044.1,TEC
AC004491.1,TEC
AC005086.4,pseudogene
AP001350.2,TEC
AC116407.3,TEC
AC126544.1,TEC
AC007431.3,TEC
AC116407.4,TEC
AC092653.2,TEC
AC022336.3,TEC
AC104581.4,TEC
AC091825.3,TEC
AC004241.5,TEC
TMEM75,lncRNA
AL022069.2,TEC
AC011504.1,TEC
AC012676.5,TEC
AC023818.1,TEC
AC127024.8,TEC
GATD3B,protein_coding
AL353763.2,TEC
AC011447.7,TEC
TBC1D22A-AS1,lncRNA
AC011481.3,TEC
AC126474.2,TEC
AC002044.3,TEC
AC011155.1,TEC
AL603750.1,TEC
AC008555.6,TEC
AL022393.1,TEC
PLAC4,lncRNA
AC136603.1,TEC
AC231657.2,unprocessed_pseudogene
AC093642.3,TEC
AC073857.1,TEC
AL662795.2,TEC
AL132780.5,TEC
AC026471.6,TEC
AC027290.2,TEC
AC004877.2,TEC
AC009078.3,TEC
AL359510.2,TEC
AC022413.1,TEC
AC040160.2,TEC
AP000943.3,TEC
AC104447.1,TEC
AC012486.1,TEC
AC067852.4,TEC
AL023806.3,TEC
AC091932.3,TEC
AC022107.1,TEC
AC027279.4,TEC
AC132219.2,TEC
AC245140.2,lncRNA
AC087163.2,TEC
AC005831.1,TEC
AC026401.3,lncRNA
AC106886.4,TEC
AC012254.5,TEC
UCKL1-AS1,lncRNA
AC027682.7,TEC
AL022326.2,TEC
AC093908.1,TEC
AL365209.1,TEC
AL031719.2,TEC
AL589666.2,TEC
AC015813.7,TEC
AC124303.1,TEC
AC011498.7,TEC
AL450226.2,TEC
AC124319.3,TEC
AC233723.2,TEC
AC004947.2,TEC
AP000577.2,TEC
AF131216.4,lncRNA
AC009145.4,TEC
AC006435.5,TEC
AC108215.1,TEC
FRG1KP,unprocessed_pseudogene
AC131212.3,TEC
AC011008.2,TEC
AC099811.6,TEC
ERICD,lncRNA
AC092437.1,TEC
AC129502.1,TEC
AC067931.2,TEC
Z97633.1,TEC
AC061999.1,TEC
AC020917.4,TEC
AC090617.9,TEC
AC244517.12,lncRNA
AP001528.2,TEC
AC009166.2,TEC
AC000123.3,TEC
AC127496.7,TEC
AC011466.4,TEC
AC073592.9,TEC
AC021766.1,TEC
AC012640.5,TEC
AC091953.6,TEC
AC019080.5,lncRNA
AC012186.3,TEC
AL353898.3,TEC
AP003072.5,TEC
AC026362.2,TEC
AP000648.4,TEC
AC006330.1,TEC
AC007496.3,TEC
AC005086.5,pseudogene
AC132872.4,TEC
AC032044.2,TEC
IGHV1-69D,IG_V_gene
AC096887.2,TEC
AC115284.2,TEC
AP000962.2,TEC
FP565260.6,protein_coding
AC006058.4,TEC
AC091932.4,TEC
AC002064.3,TEC
AL136313.1,TEC
AL356481.2,lncRNA
AC005329.3,lncRNA
ASAP1-IT2,lncRNA
LINC01374,lncRNA
BTG3-AS1,lncRNA
SCAANT1,lncRNA
AC245100.7,TEC
CCDC163,protein_coding
LINC01943,lncRNA
LINC01232,lncRNA
EIF1B-AS1,lncRNA
AL356481.3,lncRNA
JAKMIP2-AS1,lncRNA
PAGR1,protein_coding
LINC00294,lncRNA
FP671120.6,lncRNA
LINC00836,lncRNA
AC090114.3,unprocessed_pseudogene
GSEC,lncRNA
AL355480.1,pseudogene
AC025048.6,transcribed_processed_pseudogene
MIR325HG,lncRNA
ELDR,lncRNA
FOXCUT,lncRNA
CTBP1-AS,lncRNA
AL353658.1,lncRNA
LINC00921,lncRNA
AC004808.2,TEC
AC092574.2,lncRNA
AL078581.4,lncRNA
N4BP2L2-IT2,lncRNA
AC073476.3,pseudogene
AL117327.1,lncRNA
AL355480.2,pseudogene
AC006355.2,lncRNA
AL355480.3,pseudogene
LINC01127,lncRNA
FP236383.5,lncRNA
NPTN-IT1,lncRNA
LINC00706,lncRNA
GHET1,lncRNA
AC007878.1,lncRNA
SLFNL1-AS1,lncRNA
LINC01338,lncRNA
LINC00997,lncRNA
AC024941.2,lncRNA
ARRDC3-AS1,lncRNA
AC093826.1,pseudogene
ABALON,lncRNA
FP671120.7,lncRNA
SNHG4,lncRNA
LINC01176,lncRNA
BLACAT1,protein_coding
AP001052.1,pseudogene
AC006504.7,lncRNA
AC019226.1,TEC
CICP14,processed_pseudogene
DNAJB5-DT,lncRNA
SEPSECS-AS1,lncRNA
AC004461.2,lncRNA
AC254562.3,lncRNA
AC241585.2,TEC
EBLN3P,lncRNA
RBM5-AS1,lncRNA
LINC01080,lncRNA
AC241377.3,TEC
AL355480.4,pseudogene
HCP5B,lncRNA
AL732314.10,lncRNA
LINC01144,lncRNA
AC007389.3,lncRNA
AL592158.1,TEC
AC006581.2,lncRNA
HSP90AB4P,processed_pseudogene
PEG13,lncRNA
TRBJ1-5,TR_J_gene
AC233280.36,unprocessed_pseudogene
DPRXP3,processed_pseudogene
AC104073.4,lncRNA
AL358472.4,lncRNA
TRBD1,TR_D_gene
CLUHP10,unprocessed_pseudogene
ADORA3,protein_coding
MRPL57P8,processed_pseudogene
DUXB,protein_coding
TRBJ1-6,TR_J_gene
FRG1CP,transcribed_unprocessed_pseudogene
AP000787.3,processed_pseudogene
BISPR,lncRNA
AC093591.3,processed_pseudogene
FRG1DP,unprocessed_pseudogene
Z98752.4,lncRNA
AC095038.3,processed_pseudogene
PTMAP12,processed_pseudogene
AC004706.3,protein_coding
TRBV7-2,TR_V_gene
AC008537.4,lncRNA
PCBP2-OT1,lncRNA
AC110994.2,processed_pseudogene
PDCL3P2,processed_pseudogene
FRG1EP,unprocessed_pseudogene
AL589826.2,lncRNA
ATP5MC1P2,processed_pseudogene
AC009242.1,lncRNA
AC008038.1,processed_pseudogene
AC103703.1,lncRNA
GTF2IP12,transcribed_unprocessed_pseudogene
LINC01668,lncRNA
AC010653.3,processed_pseudogene
AC009234.1,lncRNA
AL137077.2,lncRNA
AC010642.2,lncRNA
AC011451.3,lncRNA
AC009951.5,lncRNA
MIR548AU,miRNA
IQCJ-SCHIP1,protein_coding
AC068620.3,transcribed_unprocessed_pseudogene
MIR665,miRNA
MIR4521,miRNA
MIR382,miRNA
AC007920.2,lncRNA
AC103706.2,processed_pseudogene
MIR6767,miRNA
AC116565.1,lncRNA
MIR1243,miRNA
LSP1P5,transcribed_unprocessed_pseudogene
AC103706.3,processed_pseudogene
C13orf46,protein_coding
MIR4434,miRNA
MIR941-1,miRNA
MIR1322,miRNA
AC074141.1,transcribed_unprocessed_pseudogene
MIR7978,miRNA
MIR4256,miRNA
TEX52,protein_coding
AC017104.3,processed_pseudogene
AL831711.1,lncRNA
AC090582.1,unprocessed_pseudogene
AC068205.2,lncRNA
MIR4320,miRNA
AL592295.3,lncRNA
AC108477.1,lncRNA
AC068631.3,processed_pseudogene
AC087821.2,unprocessed_pseudogene
AL121759.2,lncRNA
MIR3662,miRNA
MIR6874,miRNA
MIR1244-3,miRNA
AC018688.1,unprocessed_pseudogene
AC011139.1,lncRNA
MIR1244-4,miRNA
AC017104.4,unprocessed_pseudogene
MIR1244-2,miRNA
MIR7157,miRNA
MIR941-3,miRNA
MIR3975,miRNA
AC005144.1,lncRNA
PRRT1B,protein_coding
MIR4317,miRNA
AC005972.3,lncRNA
MIR376B,miRNA
MIR4251,miRNA
AC007326.3,unprocessed_pseudogene
AC116353.6,transcribed_unitary_pseudogene
TMEM274P,unitary_pseudogene
MIR924,miRNA
EXOC3L2,protein_coding
ETDC,protein_coding
LINC02009,lncRNA
AC091948.1,unprocessed_pseudogene
AC009802.1,lncRNA
MIR4678,miRNA
MIR4531,miRNA
AC068587.4,lncRNA
MIR5087,miRNA
MIR548AH,miRNA
AC010487.2,unprocessed_pseudogene
AL592295.4,lncRNA
MIR4481,miRNA
AL031686.1,lncRNA
AL137002.2,lncRNA
MIR628,miRNA
AD000090.1,lncRNA
MIR5010,miRNA
AP002851.1,lncRNA
MIR4442,miRNA
MIR1281,miRNA
AC069544.2,protein_coding
MIR5187,miRNA
AC006460.2,lncRNA
MIR5572,miRNA
MIR4469,miRNA
ATP6V0CP4,processed_pseudogene
MIR3605,miRNA
MIR6822,miRNA
MIR4534,miRNA
C2orf81,protein_coding
MIR3175,miRNA
MIR9-3,miRNA
AL139398.1,lncRNA
AC092329.4,lncRNA
CR769775.2,TEC
AC025287.4,protein_coding
AC011471.4,unprocessed_pseudogene
AL031432.4,lncRNA
AC107918.4,transcribed_unprocessed_pseudogene
AF228730.4,unprocessed_pseudogene
AL078582.1,lncRNA
AC134684.10,unprocessed_pseudogene
AP000553.4,unitary_pseudogene
AC092902.4,lncRNA
AP000553.5,transcribed_unitary_pseudogene
AL139424.2,lncRNA
AC097493.3,unprocessed_pseudogene
AL031430.1,lncRNA
AP000553.6,unitary_pseudogene
BX323043.1,lncRNA
AP000553.7,unitary_pseudogene
AL031432.5,lncRNA
AL161756.3,lncRNA
AC092053.3,lncRNA
AC092128.1,translated_processed_pseudogene
AL031985.4,lncRNA
CD300H,polymorphic_pseudogene
AC073111.3,protein_coding
LINC02606,lncRNA
AL049637.1,lncRNA
AC079781.5,lncRNA
SMIM38,protein_coding
AL109936.9,lncRNA
AC083906.5,unprocessed_pseudogene
AL139424.3,lncRNA
AL358472.5,lncRNA
AL645728.2,transcribed_unprocessed_pseudogene
EEF1AKMT4,protein_coding
TBCE,protein_coding
AC114490.3,protein_coding
AC091185.2,processed_pseudogene
AL359762.1,lncRNA
AC017083.4,unprocessed_pseudogene
AC068831.6,protein_coding
AC093827.4,lncRNA
BX255925.3,protein_coding
AL109840.1,unprocessed_pseudogene
AL590282.2,lncRNA
AC245140.3,lncRNA
AC093512.2,protein_coding
AL357556.3,protein_coding
AC004593.1,lncRNA
AC002074.1,lncRNA
AL451123.1,lncRNA
AC016831.6,lncRNA
PIGY-DT,lncRNA
AC124014.1,lncRNA
AC244033.2,lncRNA
AL121612.2,lncRNA
AC241377.4,transcribed_unprocessed_pseudogene
RALY-AS1,lncRNA
PRSS52P,unprocessed_pseudogene
AL157893.1,unprocessed_pseudogene
TFAP2A-AS2,lncRNA
AC090517.5,lncRNA
AC008533.1,TEC
AC087564.1,lncRNA
LINC02478,lncRNA
GABPB1-IT1,lncRNA
AC137630.5,unitary_pseudogene
SOD2-OT1,lncRNA
POLR2J3,protein_coding
AC004900.1,lncRNA
AC104781.1,lncRNA
AC099670.3,lncRNA
Z83840.1,processed_pseudogene
RELA-DT,lncRNA
AL163541.1,lncRNA
AC068725.1,lncRNA
AC242988.2,lncRNA
AC005293.1,lncRNA
AC103739.3,lncRNA
AL031121.2,lncRNA
AL513548.4,lncRNA
AC091196.1,lncRNA
AL160254.1,lncRNA
AC010422.8,protein_coding
AC017116.2,lncRNA
AC051619.10,lncRNA
AL035693.1,lncRNA
AC079200.1,lncRNA
AC074132.1,lncRNA
AL449214.1,lncRNA
AL138999.2,lncRNA
AC084024.4,lncRNA
AL450163.1,lncRNA
AC108448.3,lncRNA
AL021155.4,lncRNA
AL157827.2,lncRNA
AC006238.2,lncRNA
AC127035.1,lncRNA
TOP1P1,processed_pseudogene
AC012291.3,lncRNA
AC126544.2,lncRNA
AC026979.4,lncRNA
AL160396.2,lncRNA
AC023385.1,lncRNA
AL158212.5,lncRNA
AC079142.1,lncRNA
AL137781.1,lncRNA
AC023509.6,lncRNA
